,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
252,True,True,,,475168,0,0,0,0,0,4,2.9,,0,João Pedro,0.0,249,False,,,75,475168.jpg,4.7,False,Junqueira de Jesus,54.8,False,,a,7,8,126,0,0,0,0,0.0,16.8,João Pedro,30.0,2025-07-02,2001-09-26,False,p475168,1946,10,6,6,28,0,0,0,4,1,0,26,516,567.0,456.0,644.0,166.0,0,0,0,96,23,8.96,3.10,12.06,25.51,101,10,77,3,44,17,58,12,,,,,,,0.41,0.0,0.14,0.55,1.18,1.29,28,12,666,66,15,7,2,1,1.06,0.28,4.44,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
286,True,True,,,231747,0,0,0,0,0,4,1.9,,0,Jean-Philippe,0.0,283,False,,,75,231747.jpg,4.1,False,Mateta,8.4,False,,a,8,31,150,0,0,0,0,0.0,20.0,Mateta,73.0,2022-01-31,1997-06-28,False,p231747,2642,14,2,9,37,0,0,0,2,0,0,27,576,671.6,405.4,800.0,187.3,0,0,0,114,33,13.77,2.28,16.05,37.94,60,7,91,4,24,11,45,9,,,,,2.0,,0.47,0.0,0.08,0.55,1.29,1.26,24,11,662,65,40,12,50,11,1.12,0.31,3.88,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
287,True,True,0.0,,205533,0,0,0,0,0,4,0.0,,0,Eddie,0.0,284,False,Hamstring injury - Expected back 18 Oct,2025-08-10T22:30:04.865817Z,55,205533.jpg,1.8,False,Nketiah,0.9,False,,i,8,31,53,0,0,0,0,0.0,9.6,Nketiah,241.0,2024-08-30,1999-05-30,False,p205533,1018,3,2,2,17,0,0,0,4,1,0,4,186,192.2,163.7,475.0,82.5,0,0,0,55,9,5.94,0.83,6.77,14.29,258,21,195,21,64,19,162,20,,,,,,,0.53,0.0,0.07,0.6,1.26,1.5,146,31,503,33,273,27,194,33,0.8,0.18,4.86,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
289,True,True,,,576980,0,0,0,0,0,4,0.5,,0,Zach,0.0,286,False,,,45,576980.jpg,0.0,False,Marsh,0.3,False,,a,8,31,0,0,0,0,0,0.0,0.0,Marsh,241.0,2023-07-18,2005-10-06,False,p576980,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,584,49,580,49,564,49,584,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534,68,305,16,585,49,326,52,0.0,0.0,0.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
315,True,True,,,486385,0,0,0,0,0,4,2.2,,0,Norberto Bercique,0.0,311,False,,,55,486385.jpg,2.9,False,Gomes Betuncal,11.0,False,,a,9,11,87,0,0,0,0,0.0,15.8,Beto,90.0,2023-08-29,1998-01-31,False,p486385,1521,8,0,4,24,0,0,0,2,0,0,11,295,373.2,163.9,666.0,119.5,0,0,0,84,15,7.89,0.44,8.33,18.80,168,17,194,20,42,16,105,17,,,,,2.0,,0.47,0.0,0.03,0.5,1.11,1.42,188,38,545,40,146,17,43,10,0.89,0.24,4.97,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
316,True,True,,,491012,0,0,0,0,0,4,1.9,,0,Youssef,0.0,312,False,,,50,491012.jpg,0.8,False,Ramalho Chermiti,0.2,False,,a,9,11,3,0,0,0,0,0.0,0.6,Y.Chermiti,173.0,2023-08-11,2004-05-24,False,p491012,42,0,0,0,0,0,0,0,1,0,0,0,9,2.4,0.6,27.0,3.0,0,0,0,0,0,0.11,0.00,0.11,0.47,383,35,366,35,294,32,360,34,,,,,,,0.24,0.0,0.0,0.24,1.01,0.0,322,49,438,28,387,37,414,62,0.0,0.0,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
317,True,True,,,536241,0,0,0,0,0,4,1.5,,0,Martin,0.0,313,False,,,45,536241.jpg,0.0,False,Sherif,0.3,False,,a,9,11,0,0,0,0,0,0.0,0.0,Sherif,,,,False,p536241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,560,42,556,42,539,42,560,42,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,505,61,276,9,562,43,344,55,0.0,0.0,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
370,True,True,,,106617,0,0,0,0,0,4,0.9,,0,Patrick,0.0,363,False,,,50,106617.jpg,0.0,False,Bamford,2.5,False,,a,11,2,0,0,0,0,0,0.0,0.0,Bamford,241.0,2018-07-31,1993-09-05,False,p106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,602,54,599,54,588,54,602,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,226,43,342,22,603,54,110,22,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
371,True,False,0.0,,565297,0,0,0,0,0,4,0.0,,0,Mateo,0.0,364,False,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,0.0,False,Joseph Fernández-Regatillo,0.1,False,,u,11,2,0,0,0,0,0,0.0,0.0,Mateo Joseph,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,640,60,639,60,632,60,640,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,345,51,461,30,640,60,484,67,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
372,True,True,,,174594,0,0,0,0,0,4,0.9,,0,Lukas,0.0,365,False,,,50,174594.jpg,0.0,False,Nmecha,0.5,False,,a,11,2,0,0,0,0,0,0.0,0.0,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,606,55,603,55,592,55,606,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,243,44,359,23,607,55,254,45,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
407,True,False,0.0,,447203,0,0,0,0,0,4,0.0,,0,Darwin,0.0,397,False,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,447203.jpg,2.2,False,Núñez Ribeiro,0.6,False,,u,12,14,66,0,0,0,0,0.0,10.2,Darwin,230.0,2022-06-14,1999-06-24,False,p447203,1113,5,3,2,21,0,0,0,8,0,0,6,244,263.8,151.6,404.0,81.2,0,0,0,77,8,5.76,0.51,6.27,16.85,216,19,202,22,78,21,166,21,,,,,,,0.47,0.0,0.04,0.51,1.36,1.7,65,20,629,56,226,23,236,41,0.65,0.16,6.23,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
408,True,True,,,500058,0,0,0,0,0,4,2.0,,0,Jayden,0.0,398,False,,,45,500058.jpg,1.0,False,Danns,0.2,False,,a,12,14,1,0,0,0,0,0.0,0.2,Danns,,,,False,p500058,10,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0,0,0,0,0.00,0.01,0.01,0.45,547,39,372,36,524,39,547,39,,,,,,,0.0,0.0,0.09,0.09,4.05,9.0,485,58,256,6,355,34,421,64,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
409,True,True,,,510663,0,0,0,0,0,4,3.6,,0,Hugo,0.0,661,False,,,85,510663.jpg,0.0,False,Ekitiké,12.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Ekitiké,73.0,2025-07-23,2002-06-20,False,p510663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,684,72,684,72,684,72,684,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12,5,677,69,684,72,39,9,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
441,True,True,,,223094,0,0,0,0,0,4,4.5,,0,Erling,0.0,430,False,,,140,223094.jpg,5.8,False,Haaland,22.7,False,,a,13,43,181,0,0,0,0,0.0,12.9,Haaland,161.0,2022-07-01,2000-07-21,False,p223094,2736,22,3,10,38,0,0,1,2,0,0,26,795,946.0,359.4,1511.0,281.8,0,0,0,73,31,21.90,2.04,23.94,41.27,9,2,99,8,2,1,6,2,,,5.0,,1.0,,0.72,0.0,0.07,0.79,1.36,1.25,2,1,684,73,5,2,12,3,1.02,0.33,2.4,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
477,True,True,,,497894,0,0,0,0,0,4,1.7,,0,Rasmus,0.0,465,False,,,65,497894.jpg,2.4,False,Højlund,0.8,False,,a,14,1,78,0,0,0,0,0.0,12.0,Højlund,58.0,2023-08-05,2003-02-04,False,p497894,1998,4,1,6,31,0,0,0,2,0,0,8,246,187.0,254.7,432.0,86.3,0,0,0,46,23,5.10,1.14,6.24,30.44,261,23,144,16,71,20,154,19,,,,,,,0.23,0.0,0.05,0.28,1.37,1.4,75,22,639,58,202,20,207,37,1.04,0.27,2.07,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
478,True,True,50.0,,458249,0,0,0,0,0,4,0.8,,0,Joshua,0.0,466,False,Knock - 50% chance of playing,2025-08-10T23:00:06.602693Z,60,458249.jpg,2.0,False,Zirkzee,0.6,False,,d,14,1,64,0,0,0,0,0.0,10.7,Zirkzee,152.0,2024-07-17,2001-05-22,False,p458249,1385,3,2,3,24,0,0,0,2,0,0,6,216,222.6,212.0,351.0,78.0,0,0,0,89,14,4.64,1.04,5.68,24.84,231,20,165,17,88,22,173,22,,,,,,,0.3,0.0,0.07,0.37,1.61,1.56,104,26,596,47,252,25,237,42,0.91,0.19,5.78,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
479,True,True,,,596047,0,0,0,0,0,4,0.5,,0,Chido,0.0,467,False,,,45,596047.jpg,1.0,False,Obi,3.0,False,,a,14,1,7,0,0,0,0,0.0,1.6,Obi,58.0,2025-02-15,2007-11-29,False,p596047,160,0,0,0,5,0,0,0,1,0,0,0,21,8.2,5.1,46.0,5.4,0,0,0,12,1,0.66,0.03,0.69,3.70,365,32,350,34,269,30,353,32,,,,,,,0.37,0.0,0.02,0.39,2.08,2.81,544,71,315,19,364,36,97,20,0.56,0.0,6.75,1,0,,14,0,Man Utd,0,0,0,MUN,3,,False,0,1105,1125,1110,1110,1100,1140,12,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
510,True,True,,,219168,0,0,0,0,0,4,3.6,,0,Alexander,0.0,499,False,,,105,219168.jpg,6.2,False,Isak,17.1,False,,a,15,4,211,0,0,0,0,0.0,20.1,Isak,206.0,2022-08-26,1999-09-21,False,p219168,2758,23,6,12,41,0,0,0,1,0,0,36,848,1043.0,573.1,1320.0,292.7,0,0,0,89,34,20.33,3.59,23.92,36.85,5,1,56,2,3,2,5,1,,,3.0,,2.0,,0.66,0.0,0.12,0.78,1.2,1.34,3,2,682,72,3,1,26,6,1.11,0.39,2.9,4,0,,15,0,Newcastle,0,0,0,NEW,4,,False,0,1185,1245,1130,1170,1240,1320,23,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
578,True,True,,,611975,0,0,0,0,0,4,0.5,,0,Ahmed,0.0,562,False,,,45,611975.jpg,0.0,False,Abdullahi,0.8,False,,a,17,56,0,0,0,0,0,0.0,0.0,Abdullahi,157.0,2024-08-31,2004-06-19,False,p611975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,595,53,591,53,576,53,595,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,73,324,21,596,53,209,39,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
579,True,True,,,551153,0,0,0,0,0,4,0.5,,0,Luís Hemir,0.0,563,False,,,45,551153.jpg,0.0,False,Silva Semedo,0.2,False,,a,17,56,0,0,0,0,0,0.0,0.0,Luís Hemir,173.0,2023-07-01,2003-08-11,False,p551153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,568,43,564,43,547,43,568,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,516,62,287,10,570,44,361,57,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
580,True,True,,,440955,0,0,0,0,0,4,0.5,,0,Nazarii,0.0,564,False,,,45,440955.jpg,0.0,False,Rusyn,0.3,False,,a,17,56,0,0,0,0,0,0.0,0.0,Rusyn,225.0,2023-09-01,1998-10-25,False,p440955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,514,38,510,39,490,38,514,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,55,208,3,517,40,340,54,0.0,0.0,0.0,56,0,,17,0,Sunderland,0,0,0,SUN,2,,False,0,1050,1050,1050,1050,1050,1050,29,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
616,True,True,100.0,,154566,0,0,0,0,0,4,2.9,,0,Dominic,0.0,596,False,,2025-08-10T23:30:07.320877Z,75,154566.jpg,4.0,False,Solanke-Mitchell,6.4,False,,a,18,6,108,0,0,0,0,0.0,14.4,Solanke,241.0,2024-08-10,1997-09-14,False,p154566,2199,9,5,4,43,1,0,0,0,0,0,7,404,505.8,199.8,729.0,142.1,0,0,0,89,25,10.89,1.13,12.02,40.14,123,14,175,18,32,13,80,16,,,,,2.0,,0.45,0.0,0.05,0.5,1.64,1.76,20,8,658,62,47,14,61,12,1.02,0.16,3.64,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
617,True,True,,,212319,0,0,0,0,0,4,2.7,,0,Richarlison,0.0,597,False,,,65,212319.jpg,2.3,False,de Andrade,1.1,False,,a,18,6,35,0,0,0,0,0.0,5.4,Richarlison,30.0,2022-07-01,1997-05-10,False,p212319,497,4,1,1,9,0,0,0,2,0,0,0,138,180.8,57.1,243.0,47.4,0,0,0,25,4,3.71,0.60,4.31,7.29,266,24,270,26,122,24,244,25,,,,,3.0,,0.67,0.0,0.11,0.78,1.32,1.63,55,18,619,54,214,22,173,28,0.72,0.18,4.53,6,0,,18,0,Spurs,0,0,0,TOT,3,,False,0,1130,1175,1100,1100,1160,1250,21,4,Forwards,FWD,Forward,FWD,3,,,1,3,False,[],73
