,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
112,True,True,,,495145,0,0,0,0,0,1,0.0,,0,Alex,0.0,70,False,,,40,495145.jpg,0.0,False,Paulsen,0.1,False,,a,4,91,0,0,0,0,0,0.0,0.0,Paulsen,154.0,2024-07-01,2002-07-04,False,p495145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,456,62,446,53,416,39,456,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,72,79,37,459,62,453,64,0.0,0.0,0.0,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
145,True,True,,,235448,0,0,0,0,0,1,1.0,,0,Ellery,0.0,102,False,,,40,235448.jpg,0.0,False,Balcombe,0.3,False,,a,5,94,0,0,0,0,0,0.0,0.0,Balcombe,241.0,2016-11-02,1999-10-15,False,p235448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,419,47,409,38,377,23,419,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,596,56,38,21,422,47,320,49,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
146,True,True,,,503300,0,0,0,0,0,1,1.0,,0,Matthew,0.0,103,False,,,40,503300.jpg,0.0,False,Cox,0.2,False,,a,5,94,0,0,0,0,0,0.0,0.0,Cox,241.0,2021-10-26,2003-05-02,False,p503300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,458,63,448,54,420,40,458,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,73,83,38,462,63,444,62,0.0,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
148,True,True,,,507433,0,0,0,0,0,1,1.0,,0,Hákon Rafn,0.0,105,False,,,40,507433.jpg,1.0,False,Valdimarsson,1.3,False,,a,5,94,2,0,0,0,0,0.0,0.5,Valdimarsson,99.0,2024-01-26,2001-10-13,False,p507433,144,0,0,0,2,0,0,0,0,0,3,0,14,21.4,0.1,0.0,2.1,0,0,0,0,1,0.00,0.00,0.00,1.49,352,28,376,17,421,41,366,28,,,,,,,0.0,1.88,0.0,0.0,0.93,1.25,642,74,84,39,342,30,162,21,0.62,0.0,0.0,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
181,True,True,,,489639,0,0,0,0,0,1,2.3,,0,Bart,0.0,139,False,,,45,489639.jpg,2.9,False,Verbruggen,7.9,False,,a,6,36,103,0,0,0,0,0.0,22.9,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,3240,0,1,7,58,0,0,0,5,0,91,6,366,849.8,10.0,0.0,85.8,0,0,0,0,36,0.00,0.01,0.01,53.10,18,5,347,15,508,62,156,6,,,,,,,0.0,2.53,0.0,0.0,1.48,1.61,463,32,234,61,139,21,53,8,1.0,0.19,0.0,36,0,,6,0,Brighton,0,0,0,BHA,3,,False,0,1150,1175,1090,1140,1210,1210,131,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
224,True,True,,,215059,0,0,0,0,0,1,3.6,,0,Robert,0.0,220,False,,,50,215059.jpg,3.9,False,Lynch Sánchez,20.3,False,,a,7,8,126,0,0,0,0,0.0,25.2,Sánchez,200.0,2023-08-05,1997-11-18,False,p215059,2880,0,0,10,34,0,1,0,5,0,95,11,470,755.6,20.0,0.0,77.5,0,0,0,0,32,0.00,0.02,0.02,38.55,36,7,326,8,596,73,174,7,,,,,,,0.0,2.97,0.0,0.0,1.2,1.06,265,13,381,73,49,9,16,2,1.0,0.31,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
225,True,True,,,508479,0,0,0,0,0,1,2.8,,0,Filip,0.0,221,False,,,45,508479.jpg,3.0,False,Jörgensen,0.2,False,,a,7,8,18,0,0,0,0,0.0,4.0,Jörgensen,58.0,2024-07-30,2002-04-16,False,p508479,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,0,0,0,0,6,0.00,0.00,0.00,8.83,271,22,545,74,527,64,313,22,,,,,,,0.0,3.33,0.0,0.0,1.47,1.5,489,34,260,63,131,18,375,53,1.0,0.17,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
226,True,False,0.0,,549939,0,0,0,0,0,1,0.0,,0,Mike,0.0,222,False,Has joined RC Strasbourg on loan for the rest of the season.,2025-07-28T11:48:06.001822Z,40,549939.jpg,0.0,False,Penders,0.0,False,,u,7,8,0,0,0,0,0,0.0,0.0,Penders,21.0,2024-08-27,2005-07-31,False,p549939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,472,65,463,56,437,43,472,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,660,76,102,41,475,65,662,77,0.0,0.0,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
227,True,True,,,471798,0,0,0,0,0,1,1.5,,0,Gabriel,0.0,223,False,,,40,471798.jpg,0.0,False,Słonina,0.1,False,,a,7,8,0,0,0,0,0,0.0,0.0,Slonina,229.0,2022-08-02,2004-05-15,False,p471798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,441,56,431,47,400,32,441,56,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,621,65,63,30,444,56,501,70,0.0,0.0,0.0,8,0,,7,0,Chelsea,0,0,0,CHE,4,,False,0,1185,1245,1150,1190,1220,1300,4,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
256,True,True,,,172649,0,0,0,0,0,1,2.6,,0,Dean,0.0,253,False,,,50,172649.jpg,3.6,False,Henderson,6.0,False,,a,8,31,135,0,0,0,0,0.0,27.0,Henderson,241.0,2023-08-31,1997-03-12,False,p172649,3420,0,0,11,51,0,1,0,3,0,104,8,466,853.6,30.0,4.0,88.6,0,0,0,0,38,0.01,0.02,0.03,50.33,17,4,308,3,336,2,147,4,,,,,,,0.0,2.74,0.0,0.0,1.32,1.34,241,10,357,70,74,13,66,9,1.0,0.29,0.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
257,True,True,,,121709,0,0,0,0,0,1,0.5,,0,Walter,0.0,254,False,,,40,121709.jpg,0.0,False,Benítez,0.4,False,,a,8,31,0,0,0,0,0,0.0,0.0,Benitez,10.0,2025-07-01,1993-01-19,False,p121709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,403,40,392,30,358,15,403,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,576,48,18,13,407,41,275,40,0.0,0.0,0.0,31,0,,8,0,Crystal Palace,0,0,0,CRY,3,,False,0,1140,1160,1120,1130,1160,1190,6,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
291,True,True,,,111234,0,0,0,0,0,1,4.5,,0,Jordan,0.0,287,False,,,55,111234.jpg,4.2,False,Pickford,12.0,False,,a,9,11,158,0,0,0,0,0.0,28.7,Pickford,241.0,2017-07-01,1994-03-07,False,p111234,3420,0,1,12,44,0,2,0,7,0,122,15,593,1052.0,20.3,0.0,107.0,0,0,0,0,38,0.00,0.22,0.22,46.11,4,1,322,4,641,77,124,1,,,,,,,0.0,3.21,0.01,0.01,1.21,1.16,120,1,477,77,31,6,40,6,1.0,0.32,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
292,True,True,,,229600,0,0,0,0,0,1,2.8,,0,Mark,0.0,288,False,,,45,229600.jpg,3.8,False,Travers,0.2,False,,a,9,11,19,0,0,0,0,0.0,4.2,Travers,104.0,2025-07-15,1999-05-18,False,p229600,450,0,0,1,5,0,0,0,0,0,20,1,76,146.4,0.0,0.0,14.6,0,0,0,0,5,0.00,0.01,0.01,7.36,279,23,501,67,480,56,317,23,,,,,,,0.0,4.0,0.0,0.0,1.47,1.0,416,26,187,55,57,10,428,60,1.0,0.2,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
293,True,True,,,447325,0,0,0,0,0,1,1.5,,0,Harry,0.0,289,False,,,40,447325.jpg,0.0,False,Tyrer,0.1,False,,a,9,11,0,0,0,0,0,0.0,0.0,Tyrer,241.0,2021-02-09,2001-12-06,False,p447325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,431,51,421,42,390,27,431,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,610,60,52,25,434,51,457,65,0.0,0.0,0.0,11,0,,9,0,Everton,0,0,0,EVE,3,,False,0,1100,1115,1140,1140,1060,1090,7,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
321,True,False,0.0,,428971,0,0,0,0,0,1,0.0,,0,Steven,0.0,315,False,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,40,428971.jpg,0.0,False,Benda,0.0,False,,u,10,54,0,0,0,0,0,0.0,0.0,Benda,80.0,2023-08-30,1998-10-01,False,p428971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,424,49,414,40,382,25,424,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,58,43,23,427,49,659,76,0.0,0.0,0.0,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
345,True,True,,,86873,0,0,0,0,0,1,1.0,,0,Benjamin,0.0,664,False,,,40,86873.jpg,0.0,False,Lecomte,1.0,False,,a,10,54,0,0,0,0,0,0.0,0.0,Lecomte,73.0,2025-07-26,1991-04-26,False,p86873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,397,36,386,26,352,11,397,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,44,10,9,401,37,189,24,0.0,0.0,0.0,54,0,,10,0,Fulham,0,0,0,FUL,3,,False,0,1125,1125,1130,1130,1120,1120,34,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
347,True,True,,,97846,0,0,0,0,0,1,0.5,,0,Alex,0.0,340,False,,,40,97846.jpg,0.0,False,Cairns,0.2,False,,a,11,2,0,0,0,0,0,0.0,0.0,Cairns,241.0,2024-07-08,1993-01-04,False,p97846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,398,37,387,27,353,12,398,37,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,570,45,12,10,402,38,349,51,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
375,True,True,,,201595,0,0,0,0,0,1,1.8,,0,Lucas Estella,0.0,665,False,,,45,201595.jpg,0.0,False,Perri,0.3,False,,a,11,2,0,0,0,0,0,0.0,0.0,Perri,30.0,2025-07-26,1997-12-10,False,p201595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,498,71,493,66,472,55,498,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,25,168,54,501,71,297,45,0.0,0.0,0.0,2,0,,11,0,Leeds,0,0,0,LEE,2,,False,0,1050,1075,1050,1050,1050,1100,9,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
376,True,True,,,116535,0,0,0,0,0,1,5.0,,0,Alisson,0.0,366,False,,,55,116535.jpg,4.0,False,Becker,11.0,False,,a,12,14,112,0,0,0,0,0.0,20.4,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,2508,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0.0,64.0,0,0,0,0,28,0.00,0.20,0.20,27.10,72,12,333,10,642,78,211,12,,,,,,,0.0,2.8,0.01,0.01,0.97,1.04,121,2,478,78,41,7,42,7,1.0,0.36,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
378,True,True,,,586268,0,0,0,0,0,1,2.0,,0,Ármin,0.0,368,False,,,40,586268.jpg,0.0,False,Pécsi,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Pécsi,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,479,68,470,59,446,46,479,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,79,113,44,482,68,522,74,0.0,0.0,0.0,14,0,,12,0,Liverpool,0,0,0,LIV,5,,False,0,1335,1355,1290,1330,1380,1380,10,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
410,True,True,,,432720,0,0,0,0,0,1,3.6,,0,James,0.0,182,False,,,50,432720.jpg,0.0,False,Trafford,2.4,False,,a,13,43,0,0,0,0,0,0.0,0.0,Trafford,241.0,2025-07-29,2002-10-10,False,p432720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,618,80,615,79,607,75,618,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,291,15,407,75,618,80,114,17,0.0,0.0,0.0,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
412,True,True,,,88248,0,0,0,0,0,1,3.6,,0,Stefan,0.0,400,False,,,50,88248.jpg,2.7,False,Ortega Moreno,0.4,False,,a,13,43,35,0,0,0,0,0.0,7.0,Ortega Moreno,80.0,2022-07-01,1992-11-06,False,p88248,1099,0,0,3,18,0,0,0,1,0,33,0,144,292.6,0.0,0.0,29.4,0,0,0,0,12,0.00,0.00,0.00,19.12,204,17,598,76,585,68,285,17,,,,,,,0.0,2.7,0.0,0.0,1.57,1.47,222,7,338,67,166,25,287,42,0.98,0.25,0.0,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
413,True,True,,,122074,0,0,0,0,0,1,1.5,,0,Marcus,0.0,401,False,,,40,122074.jpg,0.0,False,Bettinelli,0.2,False,,a,13,43,0,0,0,0,0,0.0,0.0,Bettinelli,241.0,2025-06-10,1992-05-24,False,p122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,404,41,393,31,359,16,404,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,49,19,14,408,42,387,55,0.0,0.0,0.0,43,0,,13,0,Man City,0,0,0,MCI,4,,False,0,1275,1315,1250,1250,1300,1380,11,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,True,[12],80
