,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
60,True,True,,,449871,0,0,0,0,0,3,1.0,,0,Amadou,0.0,59,False,,,50,449871.jpg,2.5,False,Onana,1.6,False,,a,2,7,65,0,0,0,0,0.0,13.0,Onana,21.0,2024-07-22,2001-08-16,False,p449871,1613,3,0,6,23,0,0,0,4,0,0,5,324,358.0,194.8,215.0,77.0,0,0,0,200,20,2.12,0.84,2.96,23.66,174,80,178,121,141,93,177,97,,,,,,,0.12,0.0,0.05,0.17,1.32,1.28,300,186,416,128,184,78,149,49,1.12,0.33,11.16,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
63,True,True,,,559962,0,0,0,0,0,3,0.5,,0,Jamaldeen,0.0,62,False,,,45,559962.jpg,0.0,False,Jimoh-Aloba,0.1,False,,a,2,7,0,0,0,0,0,0.0,0.0,Jimoh-Aloba,241.0,2024-09-23,2006-10-02,False,p559962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,573,232,569,232,552,225,573,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521,283,292,57,574,233,600,243,0.0,0.0,0.0,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
85,True,True,,,444180,0,0,0,0,0,3,1.5,,0,Jaidon,0.0,200,False,,,55,444180.jpg,0.0,False,Anthony,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Anthony,241.0,2025-07-01,1999-12-01,False,p444180,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,662,291,662,291,659,288,662,291,1.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,176,113,533,204,662,291,489,167,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
86,True,True,,,183751,0,0,0,0,0,3,1.5,,0,Manuel,0.0,201,False,,,55,183751.jpg,0.0,False,Benson Hedilazio,0.0,False,,a,3,90,0,0,0,0,0,0.0,0.0,Benson,6.0,2022-08-04,1997-03-28,False,p183751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,651,284,651,284,648,281,651,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,137,89,494,180,651,284,657,289,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
87,True,True,,,179458,0,0,0,0,0,3,1.5,,0,Jacob,0.0,202,False,,,55,179458.jpg,0.0,False,Bruun Larsen,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Bruun Larsen,58.0,2025-07-11,1998-09-19,False,p179458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,650,283,650,283,647,280,650,283,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,135,87,492,178,650,283,602,245,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
88,True,True,,,578614,0,0,0,0,0,3,1.0,,0,Enock,0.0,203,False,,,50,578614.jpg,0.0,False,Agyei,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Boateng,21.0,2023-01-30,2005-01-13,False,p578614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,643,277,642,277,635,274,643,277,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,349,221,465,163,643,277,559,214,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
89,True,True,,,250735,0,0,0,0,0,3,1.0,,0,Darko,0.0,204,False,,,50,250735.jpg,0.0,False,Churlinov,0.0,False,,a,3,90,0,0,0,0,0,0.0,0.0,Churlinov,,2022-08-19,2000-07-11,False,p250735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,615,257,613,257,604,252,615,257,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,288,180,404,122,616,258,638,273,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
90,True,True,,,172567,0,0,0,0,0,3,1.0,,0,Josh,0.0,205,False,,,50,172567.jpg,0.0,False,Cullen,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Cullen,104.0,2022-07-12,1996-04-07,False,p172567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,604,249,601,249,590,244,604,249,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,240,152,356,94,605,250,577,227,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
92,True,True,,,465527,0,0,0,0,0,3,1.0,,0,Hannibal,0.0,207,False,,,50,465527.jpg,0.0,False,Mejbri,0.2,False,,a,3,90,0,0,0,0,0,0.0,0.0,Hannibal,218.0,2024-08-28,2003-01-21,False,p465527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,625,263,623,262,616,259,625,263,,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,306,189,422,131,625,263,436,144,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
96,True,True,,,447715,0,0,0,0,0,3,0.5,,0,Aaron,0.0,211,False,,,45,447715.jpg,0.0,False,Ramsey,11.5,False,,a,3,90,0,0,0,0,0,0.0,0.0,A.Ramsey,241.0,2023-08-22,2003-01-21,False,p447715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,516,194,512,194,492,186,516,194,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442,239,213,13,519,195,41,12,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
97,True,True,,,576323,0,0,0,0,0,3,0.5,,0,Oluwaseun,0.0,212,False,,,45,576323.jpg,0.0,False,Adewumi,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Adewumi,14.0,2024-08-29,2005-02-23,False,p576323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,582,236,578,236,562,230,582,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,532,289,303,63,583,237,578,228,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
106,True,True,75.0,,503714,0,0,0,0,0,3,0.8,,0,Lesley,0.0,676,False,Lack of match fitness - 75% chance of playing,2025-08-11T10:30:07.946294Z,50,503714.jpg,0.0,False,Ugochukwu,0.0,False,,d,3,90,0,0,0,0,0,0.0,0.0,Ugochukwu,73.0,2025-08-06,2004-03-26,False,p503714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,635,271,634,271,627,268,635,271,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,330,205,446,147,635,271,658,290,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
123,True,True,50.0,,222683,0,0,0,0,0,3,0.7,,0,Justin,0.0,81,False,Calf injury - 50% chance of playing,2025-08-10T22:00:04.480285Z,70,222683.jpg,4.6,False,Kluivert,2.7,False,,d,4,91,158,0,0,0,0,0.0,22.6,Kluivert,152.0,2023-07-01,1999-05-05,False,p222683,2339,12,6,13,29,0,0,0,8,0,0,14,532,700.0,654.1,771.0,212.0,0,0,0,138,29,10.05,3.66,13.71,32.60,50,17,41,36,27,15,20,15,3.0,,,,1.0,,0.39,0.0,0.14,0.53,1.25,1.12,33,20,646,279,16,9,103,34,1.12,0.5,5.31,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
124,True,True,,,437730,0,0,0,0,0,3,1.3,,0,Antoine,0.0,82,False,,,70,437730.jpg,4.5,False,Semenyo,5.3,False,,a,4,91,165,0,0,0,0,0.0,23.6,Semenyo,81.0,2023-01-27,2000-01-07,False,p437730,3202,11,7,11,41,0,0,0,9,0,0,14,571,792.2,688.9,1204.0,267.8,0,0,0,267,36,9.51,4.43,13.94,44.18,30,8,35,31,4,2,9,6,,,,,3.0,,0.27,0.0,0.12,0.39,1.24,1.15,38,25,651,284,22,12,71,22,1.01,0.31,7.5,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,3,Midfielders,MID,Midfielder,MID,5,,,2,5,False,[],304
