,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code_x,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form_x,id_x,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,code_y,draw,form_y,id_y,loss,team_name,played,points,position,short_name,strength,team_division,unavailable,win,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,pulse_id,id,plural_name,plural_name_short,position_name,singular_name_short,squad_select,squad_min_select,squad_max_select,squad_min_play,squad_max_play,ui_shirt_specific,sub_positions_locked,element_count
38,True,True,,,101188,0,0,0,0,0,2,1.4,,0,Lucas,0.0,37,False,,,45,101188.jpg,2.8,False,Digne,1.9,False,,a,2,7,89,0,0,0,0,0.0,19.8,Digne,73.0,2022-01-13,1993-07-20,False,p101188,2348,0,5,6,36,0,0,0,4,0,0,7,383,512.6,583.9,112.0,120.7,0,0,0,178,28,0.80,3.97,4.77,34.94,122,41,52,7,213,64,103,20,7.0,,2.0,,,,0.03,0.0,0.15,0.18,1.34,1.38,369,70,140,90,150,43,138,48,1.07,0.23,6.82,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
39,True,True,,,199798,0,0,0,0,0,2,1.4,,0,Ezri,0.0,38,False,,,45,199798.jpg,3.0,False,Konsa Ngoyo,24.3,False,,a,2,7,103,0,0,0,0,0.0,22.9,Konsa,241.0,2019-07-11,1997-10-23,False,p199798,2936,2,0,8,45,0,0,0,1,0,0,10,448,532.8,123.9,166.0,82.4,0,0,0,176,33,1.29,0.61,1.90,43.82,112,39,217,63,172,40,163,48,,,,,,,0.04,0.0,0.02,0.06,1.34,1.38,395,89,166,109,130,36,9,3,1.01,0.25,5.4,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
40,True,True,,,441302,0,0,0,0,0,2,1.4,,0,Ian,0.0,39,False,,,45,441302.jpg,2.0,False,Maatsen,0.9,False,,a,2,7,57,0,0,0,0,0.0,12.7,Maatsen,152.0,2024-06-28,2002-03-10,False,p441302,1125,1,2,3,16,0,0,0,2,0,0,0,204,252.0,293.4,197.0,74.3,0,0,0,71,10,0.87,2.43,3.30,17.31,223,81,125,25,153,28,187,56,,,,,,,0.07,0.0,0.19,0.26,1.38,1.28,439,118,210,138,242,85,191,68,0.8,0.24,5.68,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
42,True,True,,,244954,0,0,0,0,0,2,1.4,,0,Pau,0.0,41,False,,,45,244954.jpg,2.3,False,Torres,0.5,False,,a,2,7,55,0,0,0,0,0.0,12.2,Pau,200.0,2023-07-12,1997-01-16,False,p244954,2019,0,0,5,33,0,0,0,2,0,0,3,254,350.6,84.5,102.0,54.0,0,0,0,116,23,0.51,0.43,0.94,29.69,181,64,247,85,218,68,232,69,,,,,,,0.02,0.0,0.02,0.04,1.32,1.47,429,115,200,135,205,71,264,95,1.03,0.22,5.17,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
43,True,True,75.0,,606798,0,0,0,0,0,2,0.4,,0,Andrés,0.0,42,False,Knock - 75% chance of playing,2025-08-10T22:00:04.418109Z,40,606798.jpg,1.1,False,García,0.6,False,,d,2,7,8,0,0,0,0,0.0,2.0,A.García,200.0,2025-01-21,2003-02-07,False,p606798,316,0,0,0,5,0,0,0,0,0,0,0,26,45.6,68.4,7.0,12.0,0,0,0,19,5,0.04,0.49,0.53,6.49,333,124,262,91,326,124,323,119,,,,,,,0.01,0.0,0.14,0.15,1.85,1.42,679,222,121,76,332,117,230,80,1.42,0.0,5.41,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
46,True,True,,,514315,0,0,0,0,0,2,0.5,,0,Lino,0.0,45,False,,,40,514315.jpg,0.0,False,da Cruz Sousa,0.3,False,,a,2,7,0,0,0,0,0,0.0,0.0,Sousa,,,,False,p514315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,459,177,449,175,422,170,459,177,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,643,192,85,46,463,178,306,113,0.0,0.0,0.0,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
47,True,True,,,587178,0,0,0,0,0,2,0.5,,0,Yasin,0.0,46,False,,,40,587178.jpg,0.0,False,Özcan,0.2,False,,a,2,7,0,0,0,0,0,0.0,0.0,Yasin,219.0,2025-06-01,2006-04-20,False,p587178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,480,193,471,192,447,190,480,193,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,672,216,114,70,483,193,351,130,0.0,0.0,0.0,7,0,,2,0,Aston Villa,0,0,0,AVL,3,,False,0,1125,1250,1110,1200,1140,1300,2,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
71,True,True,,,192290,0,0,0,0,0,2,1.4,,0,Connor,0.0,186,False,,,45,192290.jpg,0.0,False,Roberts,0.1,False,,a,3,90,0,0,0,0,0,0.0,0.0,Roberts,244.0,2021-08-31,1995-09-23,False,p192290,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,497,204,491,203,470,202,497,204,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,392,86,163,106,500,204,496,189,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
72,True,True,,,58621,0,0,0,0,0,2,1.4,,0,Kyle,0.0,187,False,,,45,58621.jpg,0.9,False,Walker,2.0,False,,a,3,90,13,0,0,0,0,0.0,2.9,Walker,241.0,2025-07-05,1990-05-28,False,p58621,966,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,0,0,0,35,9,0.12,1.34,1.46,19.26,272,100,204,56,292,106,276,96,,,,,,,0.01,0.0,0.12,0.13,1.79,1.96,360,64,131,84,379,134,129,43,0.84,0.0,3.26,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
76,True,True,,,477717,0,0,0,0,0,2,0.5,,0,Maxime,0.0,191,False,,,40,477717.jpg,0.0,False,Estève,17.4,False,,a,3,90,0,0,0,0,0,0.0,0.0,Estève,73.0,2024-06-14,2002-05-26,False,p477717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,447,170,437,168,406,161,447,170,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,627,183,69,37,450,170,24,9,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
77,True,True,,,494960,0,0,0,0,0,2,0.5,,0,Quilindschy,0.0,192,False,,,40,494960.jpg,0.0,False,Hartman,0.5,False,,a,3,90,0,0,0,0,0,0.0,0.0,Hartman,152.0,2025-06-26,2001-11-14,False,p494960,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,455,175,445,173,415,166,455,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636,188,78,42,458,175,266,96,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
78,True,True,25.0,,461188,0,0,0,0,0,2,0.1,,0,Bashir,0.0,193,False,Thigh injury - 25% chance of playing,2025-08-10T22:00:04.557380Z,40,461188.jpg,0.0,False,Humphreys,0.2,False,,d,3,90,0,0,0,0,0,0.0,0.0,Humphreys,241.0,2025-07-01,2003-03-15,False,p461188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,433,163,423,161,392,154,433,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,612,175,54,29,436,163,424,164,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
80,True,True,,,549329,0,0,0,0,0,2,0.5,,0,Lucas,0.0,195,False,,,40,549329.jpg,0.0,False,Pires Silva,0.2,False,,a,3,90,0,0,0,0,0,0.0,0.0,Lucas Pires,30.0,2024-07-16,2001-03-24,False,p549329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,471,188,462,187,436,183,471,188,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,207,101,61,474,188,381,147,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
81,True,True,,,450072,0,0,0,0,0,2,0.5,,0,Shurandy,0.0,196,False,,,40,450072.jpg,0.0,False,Sambo,0.2,False,,a,3,90,0,0,0,0,0,0.0,0.0,Sambo,152.0,2024-06-28,2001-08-19,False,p450072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,432,162,422,160,391,153,432,162,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,611,174,53,28,435,162,425,165,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
82,True,True,,,519895,0,0,0,0,0,2,0.5,,0,Oliver,0.0,197,False,,,40,519895.jpg,0.0,False,Sonne,0.2,False,,a,3,90,0,0,0,0,0,0.0,0.0,Sonne,169.0,2025-01-01,2000-11-10,False,p519895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,464,182,455,181,429,177,464,182,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,651,200,93,54,467,182,434,168,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
83,True,True,,,180804,0,0,0,0,0,2,0.5,,0,Axel,0.0,198,False,,,40,180804.jpg,1.2,False,Tuanzebe,3.0,False,,a,3,90,27,0,0,0,0,0.0,6.8,Tuanzebe,50.0,2025-07-01,1997-11-14,False,p180804,1710,0,1,1,38,1,0,0,3,1,0,0,80,284.4,93.4,25.0,40.1,0,0,0,118,20,0.21,0.26,0.47,32.01,205,74,242,80,295,107,257,84,,,,,,,0.01,0.0,0.01,0.02,1.68,2.0,584,155,26,9,326,116,99,31,1.05,0.05,6.21,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
84,True,True,,,208912,0,0,0,0,0,2,0.5,,0,Joe,0.0,199,False,,,40,208912.jpg,0.0,False,Worrall,0.2,False,,a,3,90,0,0,0,0,0,0.0,0.0,Worrall,241.0,2024-08-23,1997-01-10,False,p208912,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,411,148,400,146,367,137,411,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,586,157,28,11,414,148,415,160,0.0,0.0,0.0,90,0,,3,0,Burnley,0,0,0,BUR,2,,False,0,1050,1050,1050,1050,1050,1050,43,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
115,True,True,,,54469,0,0,0,0,0,2,0.9,,0,Adam,0.0,73,False,,,45,54469.jpg,2.3,False,Smith,0.2,False,,a,4,91,57,0,0,0,0,0.0,12.7,Smith,241.0,2014-01-28,1991-04-29,False,p54469,1586,0,0,6,18,0,0,0,7,0,0,0,161,181.8,147.2,24.0,35.0,0,0,0,82,19,0.65,0.68,1.33,19.04,264,98,205,57,296,108,270,93,,,,,,,0.04,0.0,0.04,0.08,1.08,1.02,359,63,130,83,204,70,422,162,1.08,0.34,4.65,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
118,True,True,,,518906,0,0,0,0,0,2,0.0,,0,Owen,0.0,76,False,,,40,518906.jpg,0.0,False,Bevan,0.2,False,,a,4,91,0,0,0,0,0,0.0,0.0,Bevan,244.0,2022-08-22,2003-10-26,False,p518906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,462,180,453,179,427,175,462,180,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,198,91,52,465,180,369,140,0.0,0.0,0.0,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
119,True,True,,,463981,0,0,0,0,0,2,0.0,,0,James,0.0,77,False,,,40,463981.jpg,1.7,False,Hill,0.8,False,,a,4,91,17,0,0,0,0,0.0,4.2,Hill,241.0,2022-01-05,2002-01-10,False,p463981,443,0,1,1,9,0,0,0,1,0,0,0,55,97.0,38.4,29.0,16.6,0,0,0,55,6,0.29,0.25,0.54,8.54,309,113,294,109,291,105,310,111,,,,,,,0.06,0.0,0.05,0.11,1.73,1.83,619,178,61,32,278,97,210,72,1.22,0.2,11.17,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
120,True,True,,,436893,0,0,0,0,0,2,0.0,,0,Julián,0.0,78,False,,,40,436893.jpg,1.0,False,Araujo Zúñiga,1.3,False,,a,4,91,12,0,0,0,0,0.0,3.0,J.Araujo,139.0,2024-08-13,2001-08-13,False,p436893,492,0,0,0,10,0,0,0,2,0,0,0,20,56.8,30.6,4.0,9.2,0,0,0,32,7,0.00,0.10,0.10,9.69,328,121,305,116,332,125,334,121,,,,,,,0.0,0.0,0.02,0.02,1.77,1.83,604,169,46,23,340,121,161,58,1.28,0.0,5.85,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
122,True,True,,,575901,0,0,0,0,0,2,0.0,,0,Julio,0.0,80,False,,,40,575901.jpg,1.0,False,Soler Barreto,0.3,False,,a,4,91,3,0,0,0,0,0.0,0.8,Soler,10.0,2025-01-07,2005-02-16,False,p575901,9,0,0,0,1,0,0,0,0,0,0,0,8,2.2,1.8,0.0,0.4,0,0,0,1,0,0.00,0.00,0.00,0.08,384,140,359,134,444,188,381,139,,,,,,,0.0,0.0,0.0,0.0,0.8,10.0,667,212,109,66,348,128,315,116,0.0,0.0,10.0,91,0,,4,0,Bournemouth,0,0,0,BOU,3,,False,0,1150,1180,1100,1160,1200,1200,127,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
149,True,True,,,432830,0,0,0,0,0,2,2.6,,0,Nathan,0.0,106,False,,,50,432830.jpg,3.3,False,Collins,1.9,False,,a,5,94,127,0,0,0,0,0.0,25.4,Collins,104.0,2023-07-04,2001-04-30,False,p432830,3420,2,7,8,57,0,0,0,5,0,0,11,549,1023.2,160.5,311.0,149.6,0,0,0,351,38,2.44,1.57,4.01,56.31,6,1,199,53,96,8,72,8,,,,,,,0.06,0.0,0.04,0.1,1.48,1.5,292,50,408,185,109,25,137,47,1.0,0.21,9.24,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
150,True,True,,,249231,0,0,0,0,0,2,2.6,,0,Keane,0.0,107,False,,,50,249231.jpg,2.5,False,Lewis-Potter,0.5,False,,a,5,94,94,0,0,0,0,0.0,18.8,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,3092,1,5,8,49,0,0,0,7,0,0,0,460,542.0,462.2,391.0,139.9,0,0,0,146,36,2.96,4.94,7.90,50.62,108,37,76,13,81,4,82,10,,,4.0,,,,0.09,0.0,0.14,0.23,1.47,1.43,286,49,402,184,183,63,267,97,1.05,0.23,4.25,94,0,,5,0,Brentford,0,0,0,BRE,3,,False,0,1120,1185,1080,1080,1160,1290,130,2,Defenders,DEF,Defender,DEF,5,,,3,5,False,[],228
